Project ID,Lake ID,Site,Date Sample ,Time Sample,Depth (m),temp,DO (mg/L),DO (%sat),SpCond (uS/cm),pH,ORP,PAR (uE/m2/s),Comments
15,CR,DeepHole,7/1/14,10:30,3.5,16.3,10.12,103.2,10.8,6.11,185.3,22,
15,CR,DeepHole,7/1/14,10:30,4,13,11.11,105.7,10.8,6,193.5,13,
15,CR,DeepHole,7/1/14,10:30,4.5,10,10.05,89.3,10.9,5.85,202,8.4,
15,CR,DeepHole,7/1/14,10:30,5,8.5,8.9,75.6,11.2,5.74,207.2,4.5,
15,CR,DeepHole,7/1/14,10:30,5.5,7.6,6.35,52.8,11.6,5.64,210,,
15,CR,DeepHole,7/1/14,10:30,6,7,4.88,39.8,11.8,5.53,211.1,
15,CR,DeepHole,7/1/14,10:30,6.5,6.6,3.47,28.2,12.1,5.48,209.4,
15,CR,DeepHole,7/1/14,10:30,7,6.4,3.9,31.1,12,5.43,209.8,
15,CR,DeepHole,7/1/14,10:30,7.5,6.2,3.22,25.8,12.1,5.37,209.4,
15,CR,DeepHole,7/1/14,10:30,8,6,2.62,20.9,12.3,5.32,210.6,
15,CR,DeepHole,7/1/14,10:30,9,5.7,1.92,15.1,12.6,5.28,210.5,
15,CR,DeepHole,7/1/14,10:30,10,5.6,1.73,13.7,12.7,5.26,209.1,
15,CR,DeepHole,7/1/14,10:30,11,5.5,1.72,13.7,12.7,5.21,210.7,
15,CR,DeepHole,7/1/14,10:30,12,5.4,1.16,9.2,13,5.21,209.7,
15,CR,DeepHole,7/1/14,10:30,13,5.4,0.84,6.6,13.3,5.25,186.5,
15,CR,DeepHole,7/1/14,10:30,14,5.4,0.73,5.7,13.5,5.28,175.7,
3,WL,DeepHole,7/2/14,9:00,0,20.8,7.27,81.3,10,7.12,150.4,320
3,WL,DeepHole,7/2/14,9:00,0.25,,,,,,,230
3,WL,DeepHole,7/2/14,9:00,0.5,20.9,7.15,80,10,6.72,151.9,148
3,WL,DeepHole,7/2/14,9:00,0.75,,,,,,,106
3,WL,DeepHole,7/2/14,9:00,1,20.9,6.87,76.9,10,6.58,154.5,82
3,WL,DeepHole,7/2/14,9:00,0.25,20.9,6.86,76.7,10,6.44,157,43.5
3,WL,DeepHole,7/2/14,9:00,2,20.8,6.86,76.7,10,6.34,160,29.2
3,WL,DeepHole,7/2/14,9:00,2.5,17.1,9.37,97.5,10.5,5.96,182.4,18.5
3,WL,DeepHole,7/2/14,9:00,3,13,12.63,118.7,10.4,5.91,189.3,12.5
3,WL,DeepHole,7/2/14,9:00,3.5,9.8,12.15,107,10.6,5.87,191,8
3,WL,DeepHole,7/2/14,9:00,4,7.7,7.14,59.7,11.3,5.62,197.1,5
3,WL,DeepHole,7/2/14,9:00,4.5,6.5,3.79,30.8,11.7,5.48,197.6,3.2
3,WL,DeepHole,7/2/14,9:00,5,5.6,0.69,5.4,12.1,5.38,196.7,
3,WL,DeepHole,7/2/14,9:00,5.5,5.2,0.1,0.6,12.5,5.32,187.6,
3,WL,DeepHole,7/2/14,9:00,6,4.8,0.03,0.2,14.4,5.34,171.6,
3,WL,DeepHole,7/2/14,9:00,6.5,4.6,0.04,0.3,15.1,5.34,161.6,
3,WL,DeepHole,7/2/14,9:00,7,4.5,0.03,0.2,15.5,5.34,105.1,
3,WL,DeepHole,7/2/14,9:00,7.5,4.4,0.02,0.1,15.8,5.37,49.2,
3,WL,DeepHole,7/2/14,9:00,8,4.3,0,0,16.1,5.37,29,
3,WL,DeepHole,7/2/14,9:00,9,4.3,0.02,0.1,16.4,5.39,15.6,
3,WL,DeepHole,7/2/14,9:00,10,4.3,0,0,16.7,5.38,11.3,
3,WL,DeepHole,7/2/14,9:00,11,4.3,0,0,16.9,5.37,8.3,,
3,WL,DeepHole,7/2/14,9:00,12,4.2,0,0,17.3,5.38,3.7,,
3,WL,DeepHole,7/2/14,9:00,13,4.2,0,0,17.4,5.35,4.7,,
3,WL,DeepHole,7/2/14,9:00,14,4.2,0,0,17.7,5.32,2.8,,
3,EL,DeepHole,7/2/14,10:15,0,21,6.81,76.1,10.6,5.8,155.5,1500,"Deck PAR 2250; Mostly cloudy, cleared up a bit when measuring PAR; JZ and BC"
3,EL,DeepHole,7/2/14,10:15,0.25,,,,,,,790,
3,EL,DeepHole,7/2/14,10:15,0.5,21,6.93,77.1,10.5,5.67,157.2,560,
3,EL,DeepHole,7/2/14,10:15,0.75,,,,,,,338,
3,EL,DeepHole,7/2/14,10:15,1,20.9,6.83,76.5,10.5,5.51,165.2,200,
3,EL,DeepHole,7/2/14,10:15,1.5,20.9,6.71,75,10.5,5.47,164.9,92,
3,EL,DeepHole,7/2/14,10:15,2,20.1,5.84,64.4,10.8,5.29,175.9,40,
3,EL,DeepHole,7/2/14,10:15,2.5,15,3.24,32.2,12.1,4.92,194.4,12,
3,EL,DeepHole,7/2/14,10:15,3,10.4,1.59,14.2,12.7,4.83,197.6,,
3,EL,DeepHole,7/2/14,10:15,3.5,8.2,2.06,17.6,12.7,4.78,200.1,,
3,EL,DeepHole,7/2/14,10:15,4,6.5,1.4,11.2,12.9,4.73,202.2,,
3,EL,DeepHole,7/2/14,10:15,4.5,5.9,1.24,9.8,13,4.71,202.8,,
3,EL,DeepHole,7/2/14,10:15,5,5.5,1.28,10.1,13,4.71,202.9,,
3,EL,DeepHole,7/2/14,10:15,5.5,5.2,1.53,12.2,12.9,4.7,203.3,,
3,EL,DeepHole,7/2/14,10:15,6,4.8,1.28,10,13.1,4.7,202.9,,
3,EL,DeepHole,7/2/14,10:15,6.5,4.6,0.06,0.4,14.4,4.74,182.1,,
3,EL,DeepHole,7/2/14,10:15,7,4.4,0.01,0.1,15.8,4.81,142,,
3,EL,DeepHole,7/2/14,10:15,7.5,4.3,0,0,16.9,4.88,189.1,,
3,EL,DeepHole,7/2/14,10:15,8,4.2,0,0,17.9,4.88,78.2,,
3,EL,DeepHole,7/2/14,10:15,9,4.1,0,0,19.5,4.92,56.8,,
3,EL,DeepHole,7/2/14,10:15,10,4,0,0,20.8,4.98,42.1,,
3,EL,DeepHole,7/2/14,10:15,11,4,0,0,21.3,5.05,32.7,,
3,EL,DeepHole,7/2/14,10:15,12,4,0.01,0.1,21.6,5.07,29.5,,
3,EL,DeepHole,7/2/14,10:15,13,4,0.02,0.1,21.7,5.09,26.4,,
3,EL,DeepHole,7/2/14,10:15,14,4,0.31,2.4,22.1,5.07,24.4,,
15,MO,DeepHole,7/3/14,8:45,0,20.5,6.64,73.4,46.4,7.08,132.1,1050,Deck PAR 2010; Sunny/Partly Cloudy; JZ and BC
15,MO,DeepHole,7/3/14,8:45,0.25,,,,,,,350,
15,MO,DeepHole,7/3/14,8:45,0.5,20.4,6.55,73.7,46.4,7.02,127.8,220,
15,MO,DeepHole,7/3/14,8:45,0.75,,,,,,,105,
15,MO,DeepHole,7/3/14,8:45,1,20.2,6.54,72.1,46.5,6.9,46.5,51,
15,MO,DeepHole,7/3/14,8:45,1.5,19.6,3.86,42.1,45.9,6.67,140.8,10.8,
15,MO,DeepHole,7/3/14,8:45,2,15.6,0.16,1.6,48.8,6.36,144.7,3.2,
15,MO,DeepHole,7/3/14,8:45,2.5,10.6,0.11,1,69.9,6.3,142.8,,
15,MO,DeepHole,7/3/14,8:45,3,7.9,0.12,1,86.3,6.28,112.5,,
15,MO,DeepHole,7/3/14,8:45,3.5,5.9,0.13,1,104.9,6.27,-14.6,,
15,MO,DeepHole,7/3/14,8:45,4,4.9,0.22,1.7,111.1,6.32,-29.8,,
15,MO,DeepHole,7/3/14,8:45,4.5,4.4,0.23,1.8,117.1,6.33,-40.8,,
15,MO,DeepHole,7/3/14,8:45,5,4.1,0.17,1.3,122,6.33,-46.6,,
15,MO,DeepHole,7/3/14,8:45,5.5,4,0.15,0.9,126.4,6.35,-51.4,,
15,MO,DeepHole,7/3/14,8:45,6,4,0.13,1,130.2,6.35,-53.6,,
15,MO,DeepHole,7/3/14,8:45,6.5,4,0.13,1,135.2,6.36,-56.5,,
15,MO,DeepHole,7/3/14,8:45,7,4,0.17,1.3,140.4,6.36,-58.7,,
19,MC,DeepHole,7/3/14,11:00,0,21.2,7.57,89.7,,,,188.67,Deck PAR 821.3; Partly Cloudy; NC and JL
19,MC,DeepHole,7/3/14,11:00,0.25,,,,,,,141.98,
19,MC,DeepHole,7/3/14,11:00,0.5,21.2,7.47,88,,,,86.5,
19,MC,DeepHole,7/3/14,11:00,0.75,,,,,,,44.65,
19,MC,DeepHole,7/3/14,11:00,1,21.1,7.53,89.1,,,,30.51,
19,MC,DeepHole,7/3/14,11:00,1.5,21,7.53,89.2,,,,13.61,
19,MC,DeepHole,7/3/14,11:00,2,20.8,7.37,87,,,,7.34,
19,MC,DeepHole,7/3/14,11:00,2.5,20.8,7.38,86.8,,,,3.06,
19,MC,DeepHole,7/3/14,11:00,3,20.7,7.24,84.9,,,,1.27,
19,MC,DeepHole,7/3/14,11:00,3.5,20.6,6.84,80.1,,,,1.06,
19,MC,DeepHole,7/3/14,11:00,4,18.5,2.28,25.4,,,,0.35,
19,MC,DeepHole,7/3/14,11:00,4.5,14,0.12,1.2,,,,0.15,
19,MC,DeepHole,7/3/14,11:00,5,11.9,0.1,1,,,,0.06,
19,MC,DeepHole,7/3/14,11:00,5.5,10.8,0.1,1,,,,0.06,
19,MC,DeepHole,7/3/14,11:00,6,10.3,0.09,0.8,,,,,
19,MC,DeepHole,7/3/14,11:00,6.5,10.1,0.08,0.7,,,,,
19,MC,DeepHole,7/3/14,11:00,7,9.9,0.07,0.7,,,,,
19,HE,DeepHole,7/3/14,10:00,0,21,6.42,76,,,,1261.6,Deck PAR 1743.0; Partly Cloudy; NC and JL
19,HE,DeepHole,7/3/14,10:00,0.25,,,,,,,70.43
19,HE,DeepHole,7/3/14,10:00,0.5,19.9,6.06,69.8,,,,26.81
19,HE,DeepHole,7/3/14,10:00,0.75,,,,,,,5.88
19,HE,DeepHole,7/3/14,10:00,1,19.4,2.9,33.3,,,,2.12
19,HE,DeepHole,7/3/14,10:00,1.5,16.4,0.1,1.1,,,,0.15
19,HE,DeepHole,7/3/14,10:00,2,11.4,1.38,13.2,,,,0.06
19,HE,DeepHole,7/3/14,10:00,2.5,8.7,2.45,22.2,,,,0.01
19,HE,DeepHole,7/3/14,10:00,3,7.1,2.64,23.1,,,,0
19,HE,DeepHole,7/3/14,10:00,3.5,6,2.59,21.6,,,,
19,HE,DeepHole,7/3/14,10:00,4,5.5,2.41,20.1,,,,
19,HE,DeepHole,7/3/14,10:00,4.5,5.1,1.89,15.7,,,,
19,HE,DeepHole,7/3/14,10:00,5,4.7,0.9,7.5,,,,
19,HE,DeepHole,7/3/14,10:00,5.5,4.6,0.16,1.3,,,,
19,HE,DeepHole,7/3/14,10:00,6,4.5,0.1,0.8,,,,
19,HE,DeepHole,7/3/14,10:00,6.5,4.4,0.09,0.7,,,,
19,HE,DeepHole,7/3/14,10:00,7,4.3,0.09,0.7,,,,
19,HE,DeepHole,7/3/14,10:00,7.5,4.3,0.09,0.7,,,,,
19,HE,DeepHole,7/3/14,10:00,8,4.2,0.08,0.7,,,,,
19,RS,DeepHole,7/3/14,9:15,0,21.4,6.8,80.8,,,,919.8,Deck PAR 1684.9; Sunny; NC and JL
19,RS,DeepHole,7/3/14,9:15,0.25,,,,,,,308.6,
19,RS,DeepHole,7/3/14,9:15,0.5,20.6,6.53,76.5,,,,132.46,
19,RS,DeepHole,7/3/14,9:15,0.75,,,,,,,54.61,
19,RS,DeepHole,7/3/14,9:15,1,20.4,6.46,75.5,,,,36.51,
19,RS,DeepHole,7/3/14,9:15,1.5,20.2,5.26,63.5,,,,6.83,
19,RS,DeepHole,7/3/14,9:15,2,17.4,0.72,7.7,,,,1.73,
19,RS,DeepHole,7/3/14,9:15,2.5,11.4,0.1,0.9,,,,0.57,
19,RS,DeepHole,7/3/14,9:15,3,8.4,0.1,0.9,,,,0.12,
19,RS,DeepHole,7/3/14,9:15,3.5,7.4,0.09,0.8,,,,0.05,
19,TF,DeepHole,7/3/14,14:45,0,21.1,7.7,90.9,,,,1095.4,Deck PAR 2138; Partly Cloudy; JEL and JPZ
19,TF,DeepHole,7/3/14,14:45,0.25,,,,,,,692.1,
19,TF,DeepHole,7/3/14,14:45,0.5,21.1,7.48,89.1,,,,414.7,
19,TF,DeepHole,7/3/14,14:45,0.75,,,,,,,365,
19,TF,DeepHole,7/3/14,14:45,1,21.1,7.55,89.2,,,,300.1
19,TF,DeepHole,7/3/14,14:45,1.5,21.1,7.57,89.6,,,,211.8
19,TF,DeepHole,7/3/14,14:45,2,21,7.57,89.3,,,,58.8
19,TF,DeepHole,7/3/14,14:45,2.5,20.9,7.48,87.8,,,,18.16
19,TF,DeepHole,7/3/14,14:45,3,20.3,7.05,81.3,,,,16.08
19,TF,DeepHole,7/3/14,14:45,3.5,20,6.56,75.7,,,,13.68
19,TF,DeepHole,7/3/14,14:45,4,18.8,5.37,60.4,,,,9.46
19,TF,DeepHole,7/3/14,14:45,4.5,17.9,4.13,56,,,,4.39
19,TF,DeepHole,7/3/14,14:45,5,13.3,1.83,17.9,,,,2.39
19,TF,DeepHole,7/3/14,14:45,5.5,11.4,1.03,9.7,,,,1.29
19,TF,DeepHole,7/3/14,14:45,6,10.3,0.81,7.5,,,,0.65
19,TF,DeepHole,7/3/14,14:45,6.5,9.5,0.6,5.5,,,,0.33
19,TF,DeepHole,7/3/14,14:45,7,9.1,0.45,4.1,,,,0.15
19,TF,DeepHole,7/3/14,14:45,7.5,8.6,0.17,1.5,,,,0.02
19,TF,DeepHole,7/3/14,14:45,8,8.3,0.08,0.7,,,,0
19,TF,DeepHole,7/3/14,14:45,9,8,0.07,0.6,,,,
19,TF,DeepHole,7/3/14,14:45,10,7.9,0.06,0.5,,,,,
19,DW,DeepHole,7/3/14,13:30,0,22.5,7.25,88.7,,,,1143.9,Deck PAR 1244.6; Partly Cloudy; JL and JPZ
19,DW,DeepHole,7/3/14,13:30,0.25,,,,,,,564.3,
19,DW,DeepHole,7/3/14,13:30,0.5,22.3,7.25,87,,,,349.2,
19,DW,DeepHole,7/3/14,13:30,0.75,,,,,,,273.5,
19,DW,DeepHole,7/3/14,13:30,1,21.6,7.03,84.1,,,,251,
19,DW,DeepHole,7/3/14,13:30,1.5,20.9,7.03,82.8,,,,21.25,
19,DW,DeepHole,7/3/14,13:30,2,19,4.83,59,,,,15.44,
19,DW,DeepHole,7/3/14,13:30,2.5,14.5,4.06,41.6,,,,3.81,
19,DW,DeepHole,7/3/14,13:30,3,10.8,3.82,36,,,,7.32,
19,DW,DeepHole,7/3/14,13:30,3.5,8.2,4.05,36.1,,,,2.71,
19,DW,DeepHole,7/3/14,13:30,4,6.8,4.05,34.8,,,,2.71,
19,DW,DeepHole,7/3/14,13:30,4.5,5.9,3.73,31.2,,,,1.56,
19,DW,DeepHole,7/3/14,13:30,5,5.4,3.46,28.7,,,,0.84,
19,DW,DeepHole,7/3/14,13:30,5.5,5.1,2.68,21.8,,,,0.42,
19,DW,DeepHole,7/3/14,13:30,6,4.9,2.15,17.4,,,,0.16,
19,DW,DeepHole,7/3/14,13:30,6.5,4.7,0.42,3.4,,,,0,
19,DW,DeepHole,7/3/14,13:30,7,4.7,0.15,1.2,,,,,
19,DW,DeepHole,7/3/14,13:30,7.5,4.7,0.09,0.8,,,,,
19,BH,DeepHole,7/4/14,11:00,0,21.9,8.52,102.3,,,,1327.2,"Deck PAR 1568.2; Sunny; JEL, JPZ, and NC"
19,BH,DeepHole,7/4/14,11:00,0.25,,,,,,,566.5,
19,BH,DeepHole,7/4/14,11:00,0.5,21.5,8.55,102.9,,,,372.5,
19,BH,DeepHole,7/4/14,11:00,0.75,,,,,,,303.3,
19,BH,DeepHole,7/4/14,11:00,1,21,8.32,98.1,,,,302.7,
19,BH,DeepHole,7/4/14,11:00,1.5,20.6,8.45,98.9,,,,156.38,
19,BH,DeepHole,7/4/14,11:00,2,20.5,8.4,98.2,,,,72.65,
19,BH,DeepHole,7/4/14,11:00,2.5,20.5,8.41,98.3,,,,37.66,
19,BH,DeepHole,7/4/14,11:00,3,20.5,8.31,96.9,,,,15.57,
19,BH,DeepHole,7/4/14,11:00,3.5,20.4,8.2,95.6,,,,7.99,
19,BH,DeepHole,7/4/14,11:00,4,19.9,8.07,93.4,,,,4.22,
19,BH,DeepHole,7/4/14,11:00,4.5,18.8,7.19,82.1,,,,2.11,
19,BH,DeepHole,7/4/14,11:00,5,15.9,5.74,61.3,,,,1.15,
19,BH,DeepHole,7/4/14,11:00,5.5,13.3,5.2,52.2,,,,0.57,
19,BH,DeepHole,7/4/14,11:00,6,11.3,5.21,49.9,,,,0.35,
19,BH,DeepHole,7/4/14,11:00,6.5,10.3,5.2,48.7,,,,0.17,
19,BH,DeepHole,7/4/14,11:00,7,9.4,4.8,44,,,,0.09,
19,BH,DeepHole,7/4/14,11:00,7.5,8.9,4.58,41.4,,,,0.04,
19,BH,DeepHole,7/4/14,11:00,8,8.5,4.91,37.8,,,,0.03,
19,BH,DeepHole,7/4/14,11:00,9,8.2,3.93,34.9,,,,0,
19,BH,DeepHole,7/4/14,11:00,10,8.1,0.41,3.6,,,,,
19,ER,DeepHole,7/4/14,12:30,0,23.1,9.58,117.5,,,,1547.9,"Deck PAR 2158; Sunny; JPZ, JEL, and NC"
19,ER,DeepHole,7/4/14,12:30,0.25,,,,,,,1288.3,
19,ER,DeepHole,7/4/14,12:30,0.5,23,9.47,116.5,,,,1090.5,
19,ER,DeepHole,7/4/14,12:30,0.75,,,,,,,946.9,
19,ER,DeepHole,7/4/14,12:30,1,22.7,9.17,111.8,,,,857.6,
19,ER,DeepHole,7/4/14,12:30,1.5,22.5,9.46,114.7,,,,642.8,
19,ER,DeepHole,7/4/14,12:30,2,22.3,9.34,113,,,,429.2,
19,ER,DeepHole,7/4/14,12:30,2.5,22.3,9.39,113.4,,,,439.5,
19,ER,DeepHole,7/4/14,12:30,3,22.1,9.45,114.2,,,,319.9,
19,ER,DeepHole,7/4/14,12:30,3.5,22.1,9.38,113.2,,,,216.1,
19,ER,DeepHole,7/4/14,12:30,4,21.9,9.31,112.6,,,,209.3,
19,ER,DeepHole,7/4/14,12:30,4.5,21.9,8.26,99.4,,,,146.64,
19,ER,DeepHole,7/4/14,12:30,5,21.3,5.53,65.6,,,,108.2,
19,ER,DeepHole,7/4/14,12:30,5.5,20.6,0.71,0.8,,,,0.01,
19,AQ,DeepHole,7/4/14,13:45,0,22.8,8.23,100.8,,,,1480.5,"Deck PAR 2104.0; Sunny; NC, JEL, JPZ"
19,AQ,DeepHole,7/4/14,13:45,0.25,,,,,,,1086.5,
19,AQ,DeepHole,7/4/14,13:45,0.5,22.7,8.14,99,,,,827.6,
19,AQ,DeepHole,7/4/14,13:45,0.75,,,,,,,652.1,
19,AQ,DeepHole,7/4/14,13:45,1,22.4,8.11,97.4,,,,571.3,
19,AQ,DeepHole,7/4/14,13:45,1.5,21.7,8.22,98,,,,248.1,
19,AQ,DeepHole,7/4/14,13:45,2,21.1,8.06,95.3,,,,218.2,
19,AQ,DeepHole,7/4/14,13:45,2.5,21,8.13,95.7,,,,143.6,
19,AQ,DeepHole,7/4/14,13:45,3,21,8.15,96.2,,,,82.98,
19,AQ,DeepHole,7/4/14,13:45,3.5,20.7,7.17,84.1,,,,60.84,
19,AQ,DeepHole,7/4/14,13:45,4,19,5.42,61.9,,,,35.24,
19,AQ,DeepHole,7/4/14,13:45,4.5,16.1,3.07,33.3,,,,24.07,
19,AQ,DeepHole,7/4/14,13:45,5,12.9,0.28,2.7,,,,13.36,
19,AQ,DeepHole,7/4/14,13:45,5.5,10.9,0.13,1.2,,,,8.84,
19,AQ,DeepHole,7/4/14,13:45,6,9.5,0.12,1.1,,,,4.49,
19,AQ,DeepHole,7/4/14,13:45,6.5,8.8,0.1,0.9,,,,1.07,
19,AQ,DeepHole,7/4/14,13:45,7,8.4,0.1,0.9,,,,0.25,
19,AQ,DeepHole,7/4/14,13:45,7.5,8.3,0.09,0.8,,,,0.07,
19,AQ,DeepHole,7/4/14,13:45,8,8.2,0.09,0.8,,,,0,
19,BV,DeepHole,7/7/14,9:30,0,21.6,8.8,106.9,,,,978.3,Deck PAR 1524.9; Sunny; JL and NC
19,BV,DeepHole,7/7/14,9:30,0.25,,,,,,,613.9,
19,BV,DeepHole,7/7/14,9:30,0.5,21.6,8.77,105.5,,,,591.3,
19,BV,DeepHole,7/7/14,9:30,0.75,,,,,,,447.6,
19,BV,DeepHole,7/7/14,9:30,1,21.5,8.71,105.4,,,,374.3,
19,BV,DeepHole,7/7/14,9:30,1.5,21.5,8.66,105.6,,,,240.3,
19,BV,DeepHole,7/7/14,9:30,2,21.5,8.69,105.3,,,,123.05,
19,BV,DeepHole,7/7/14,9:30,2.5,21.5,8.59,103.7,,,,85.09,
19,BV,DeepHole,7/7/14,9:30,3,21.4,8.5,103.9,,,,46,
19,BV,DeepHole,7/7/14,9:30,3.5,21.4,8.55,102.8,,,,28.82,
19,BV,DeepHole,7/7/14,9:30,4,21.4,8.42,101.6,,,,15.39,
19,BV,DeepHole,7/7/14,9:30,4.5,21.4,8.33,101.3,,,,9.06,
19,BV,DeepHole,7/7/14,9:30,5,21.3,8.29,100.1,,,,5.75,
19,BV,DeepHole,7/7/14,9:30,5.5,20.8,6.88,82.7,,,,3.8,
19,BV,DeepHole,7/7/14,9:30,6,20.5,6.16,73.9,,,,2.45,
19,BV,DeepHole,7/7/14,9:30,6.5,17.6,3.05,34.6,,,,1.64,
19,BV,DeepHole,7/7/14,9:30,7,15.3,1.92,20.3,,,,0.87,
19,BV,DeepHole,7/7/14,9:30,7.5,13.4,0.08,0.9,,,,0.65,
19,BV,DeepHole,7/7/14,9:30,8,12.3,0.07,0.7,,,,0.46,
19,BV,DeepHole,7/7/14,9:30,9,12.2,0.06,0.6,,,,0.28,
19,BV,DeepHole,7/7/14,9:30,10,12.2,0.06,0.6,,,,,
17,CB,DeepHole,7/9/14,9:00,0,20,6.81,78.1,,,,631.9,Deck PAR 897.3; windy slighty cloudy; SE and SM
17,CB,DeepHole,7/9/14,9:00,0.25,,,,,,,68.1,
17,CB,DeepHole,7/9/14,9:00,0.5,20,6.86,79,,,,53.58,
17,CB,DeepHole,7/9/14,9:00,0.75,,,,,,,28.88,
17,CB,DeepHole,7/9/14,9:00,1,20,6.71,77.5,,,,6.06,
17,CB,DeepHole,7/9/14,9:00,1.5,19.8,4.81,52.8,,,,2.27,
17,CB,DeepHole,7/9/14,9:00,2,13,0.3,2.6,,,,0.91,
17,CB,DeepHole,7/9/14,9:00,2.5,9.1,0.46,4.6,,,,,
17,CB,DeepHole,7/9/14,9:00,3,7,0.22,1.6,,,,,
17,CB,DeepHole,7/9/14,9:00,3.5,5.8,0.12,1,,,,,
17,CB,DeepHole,7/9/14,9:00,4,5.1,0.11,0.9,,,,,
17,CB,DeepHole,7/9/14,9:00,4.5,4.7,0.09,0.7,,,,,
17,CB,DeepHole,7/9/14,9:00,5,4.4,0.08,0.7,,,,,
17,CB,DeepHole,7/9/14,9:00,5.5,4.3,0.08,0.6,,,,,
17,CB,DeepHole,7/9/14,9:00,6,4.3,0.07,0.5,,,,,
17,CB,DeepHole,7/9/14,9:00,6.5,4.4,0.05,0.4,,,,,
3,WL,DeepHole,7/9/14,9:10,0,20.8,74.1,6.69,10.2,6.81,177.7,290,Deck PAR 450; partly cloudy; JZ and BC
3,WL,DeepHole,7/9/14,9:10,0.25,,,,,,,190,
3,WL,DeepHole,7/9/14,9:10,0.5,20.8,77.5,6.94,10.2,6.58,175.9,145
3,WL,DeepHole,7/9/14,9:10,0.75,,,,,,,88
3,WL,DeepHole,7/9/14,9:10,1,20.8,75.2,6.73,10.2,6.37,183.4,67.5
3,WL,DeepHole,7/9/14,9:10,1.5,20.7,71.1,6.38,10.2,6.35,178.8,32.5
3,WL,DeepHole,7/9/14,9:10,2,20.6,77.3,6.95,10.1,6.14,187.4,21
3,WL,DeepHole,7/9/14,9:10,2.5,19.1,78.9,7.3,10.7,5.84,202.2,11
3,WL,DeepHole,7/9/14,9:10,3,14.3,118.2,12.12,10.4,5.64,214.9,8.1
3,WL,DeepHole,7/9/14,9:10,3.5,10.7,114.8,12.81,10.6,5.65,216.2,4.75
3,WL,DeepHole,7/9/14,9:10,4,8.3,70.3,8.26,11.3,5.42,227.5,3.35
3,WL,DeepHole,7/9/14,9:10,4.5,6.8,27.5,3.25,11.9,5.28,230.5,1.8
3,WL,DeepHole,7/9/14,9:10,5,5.9,0.74,12.2,12.2,5.2,229.1,
3,WL,DeepHole,7/9/14,9:10,5.5,5.3,0.28,2.2,13.4,5.2,205.1,
3,WL,DeepHole,7/9/14,9:10,6,4.8,0.22,1.7,15.1,5.26,180.7,
3,WL,DeepHole,7/9/14,9:10,6.5,4.6,0.16,1.2,15.6,5.28,116.7,
3,WL,DeepHole,7/9/14,9:10,7,4.6,0.17,1.3,15.9,5.26,54.9,
3,WL,DeepHole,7/9/14,9:10,7.5,4.4,0.12,0.9,16.1,5.3,45,
3,WL,DeepHole,7/9/14,9:10,8,4.4,0.11,0.8,16.2,5.34,31.6,,
3,WL,DeepHole,7/9/14,9:10,9,4.3,0.09,0.7,16.5,5.34,22.5,,
3,WL,DeepHole,7/9/14,9:10,10,4.3,0.08,0.6,16.7,5.38,14.6,,
3,WL,DeepHole,7/9/14,9:10,11,4.3,0.09,0.7,17,5.37,11.5,,
3,WL,DeepHole,7/9/14,9:10,12,4.3,0.08,0.6,17.3,5.37,10.2,,
3,WL,DeepHole,7/9/14,9:10,13,4.3,0.07,0.5,17.6,5.37,10,,
3,WL,DeepHole,7/9/14,9:10,14,4.3,0.08,0.6,17.9,5.38,7.7,,
3,EL,DeepHole,7/9/14,10:20,0,20.9,6.93,78.2,10.5,5.76,180.9,1580,Deck PAR 2670: Partly cloudy; JZ and BC
3,EL,DeepHole,7/9/14,10:20,0.25,,,,,,,850,
3,EL,DeepHole,7/9/14,10:20,0.5,20.7,6.77,76,10.5,5.6,188.2,503,
3,EL,DeepHole,7/9/14,10:20,0.75,,,,,,,300,
3,EL,DeepHole,7/9/14,10:20,1,20.6,6.93,77.4,10.5,5.45,194.2,160,
3,EL,DeepHole,7/9/14,10:20,1.5,20.6,6.74,75,10.5,5.44,192.5,80,
3,EL,DeepHole,7/9/14,10:20,2,20.5,6.43,72.8,10.5,5.41,193.6,25,
3,EL,DeepHole,7/9/14,10:20,2.5,15.7,1.76,17.8,12.1,4.89,217.4,9,
3,EL,DeepHole,7/9/14,10:20,3,11.8,1.41,12.8,12.8,4.82,222.6,,
3,EL,DeepHole,7/9/14,10:20,3.5,8.6,1.82,15.6,12.7,4.79,224.2
3,EL,DeepHole,7/9/14,10:20,4,6.9,1.98,15.7,12.9,4.75,227.1
3,EL,DeepHole,7/9/14,10:20,4.5,6,1.5,12.1,13.1,4.76,227.7
3,EL,DeepHole,7/9/14,10:20,5,5.6,1.62,13.1,13,4.77,227.4
3,EL,DeepHole,7/9/14,10:20,5.5,5.3,1.83,14.5,13,4.77,227.6
3,EL,DeepHole,7/9/14,10:20,6,4.9,1.76,13.7,13.1,4.77,227.4
3,EL,DeepHole,7/9/14,10:20,6.5,4.7,0.98,7.6,14.6,4.85,176
3,EL,DeepHole,7/9/14,10:20,7,4.6,0.98,7.5,15.8,4.87,146.8
3,EL,DeepHole,7/9/14,10:20,7.5,4.4,0.99,7.7,17,4.98,88.1
3,EL,DeepHole,7/9/14,10:20,8,4.3,1.01,7.8,18.1,5.07,58.5
3,EL,DeepHole,7/9/14,10:20,9,4.1,1.05,8.1,19.7,5.11,45.5
3,EL,DeepHole,7/9/14,10:20,10,4.1,1.08,8.2,20.9,5.15,37
