"datetime","NLL","iota","R","GPP","DO0","convergence","sd_iota","sd_R","sd_GPP","GPP.weighted","R.weighted","thermo.depth","GPP.weighted.areal","R.weighted.areal"
2011-08-07,"-126.7229723",1.615199134,0.842644011,0.888644427,8.30101858,0,0.228270646,0.160666952,0.12558912,NA,NA,2.45411614368647,NA,NA
2011-08-08,"-89.68333939",1.401244249,0.164530451,0.630331237,7.962854219,0,0.417986497,0.221801723,0.188025711,0.855698741456581,1.28185950644745,2.48502346381632,2126.4314504777,3185.45095083793
2011-08-09,"-186.1172293",3.58643878,2.056718034,1.337512531,8.044087537,0,0.209734102,0.093243284,0.07821742,0.853861833561237,1.3449964686048,2.53664675436484,2165.94584877912,3411.78092671853
2011-08-10,"-132.2672472",1.586939826,1.194948768,0.852267136,7.323033136,0,0.170292489,0.115644311,0.0914557,0.868724229423176,1.31418090725215,2.50744483331472,2178.27808064245,3295.23612593026
2011-08-11,"-113.8144511",0.688108024,0.358589716,0.316710319,7.394873098,0,0.265495574,0.151775898,0.122197657,0.893647290833945,1.3127744029699,2.50707050406414,2240.43676388661,3291.21798417625
2011-08-12,"-166.8432517",1.257808401,0.615884577,0.584129715,7.741460017,0,0.129738028,0.079158449,0.0602507,0.842156925959811,1.31761570378835,2.49288298141048,2099.39866840218,3284.66176401317
2011-08-13,"-172.3237429",2.720750326,0.985791741,0.931295832,7.904098657,0,0.311559148,0.134395407,0.106644749,0.878448928035803,1.27870779510734,2.50465376575716,2200.21041563022,3202.72029431863
2011-08-14,"-145.8408658",0.448209801,0.15250396,0.253928283,7.822524334,0,0.153590956,0.10292815,0.08701525,0.717813198842846,0.812878257256427,2.50795488040752,1800.24311525885,2038.66199246341
2011-08-15,"-36.06074198",0.097105263,0.014144394,0.058746324,8.064807925,0,0.321474624,0.22776983,0.194484334,0.709728556548264,0.801354131434622,2.46928819266836,1752.52434468419,1978.77429489752
2011-08-16,"-179.5033133",0.881830433,0.143956966,0.502866866,8.161384664,0,0.106232004,0.076340928,0.060579169,0.747297832595978,0.825788984377351,2.40517587406326,1797.38271769961,1986.1677422916
2011-08-17,"-116.0822536",1.647998493,0.877838699,1.013537384,8.192450262,0,0.155721107,0.120140295,0.095770211,0.826543845512124,1.13166794254212,2.40545454882739,1988.21365299242,2722.17580015007
2011-08-18,"-141.9600854",1.09190559,0.11162647,0.645837892,8.157746436,0,0.136867834,0.098407348,0.080954282,0.857640144458744,1.12153287633713,2.48396862366384,2130.35120923004,2785.85247522889
2011-08-19,"-71.90739452",2.394857891,1.418669256,0.886060832,8.388371646,0,0.502831228,0.242614311,0.186039872,0.842918269410186,1.16913864619032,2.50042745223224,2107.65598082132,2923.34636639993
2011-08-20,"-39.00368196",1.716442436,0.748860365,0.947086449,8.019887431,0,0.34893086,0.236288374,0.192530598,0.869644006613629,1.20864549343449,2.5181417587519,2189.8868883021,3043.54068854468
2011-08-21,"-41.96090698",2.022162305,1.964153591,1.183161547,8.412905077,0,0.318910968,0.233607972,0.186593921,0.924134686631418,1.22026374515437,2.52573147750096,2334.11606747546,3082.0585519896
2011-08-22,"-106.6042351",2.667418646,0.538870286,1.214816546,7.943101025,0,0.405687431,0.229699906,0.184761325,0.875946406541055,1.22658071181462,2.52836062100372,2214.70840040812,3101.23837023478
2011-08-23,"-185.7329415",0.586147472,9.68e-09,0.177529416,8.472811704,0,0.156360427,0.047460699,0.047357664,0.894968975500194,1.18166722078257,2.5342951389911,2268.11552415799,2994.69349353439
2011-08-24,"-120.5160946",2.614084939,1.376191518,1.055351473,8.585916216,0,0.409610627,0.206363134,0.165366921,0.859439808747444,1.05483105269239,2.54136443918305,2184.14976756904,2680.71012665846
2011-08-25,"-116.6559958",1.468116516,0.438134283,0.875240091,7.935012497,0,0.287327781,0.21384675,0.171294846,0.828335135406137,1.08575455570527,2.53545867584812,2100.20950557532,2752.88580810455
2011-08-26,"-156.4306512",1.662144051,0.564661753,0.636552692,8.542769915,0,0.315390799,0.161458513,0.120785477,0.738096683307664,0.763945240214694,2.52782403950702,1865.77853954552,1931.11914308167
2011-08-27,"-153.8953262",1.320462598,0.466215656,0.756815802,8.365530094,0,0.179599795,0.123479133,0.102936625,0.634235364366446,0.69952731973641,2.53358854039657,1606.89145107307,1772.3144009785
2011-08-28,"-149.4522821",1.346466261,0.532811867,0.590460987,8.510514326,0,0.21738659,0.115492207,0.095329756,0.64257635579848,0.699527324140333,2.54519863851347,1635.48446591924,1780.43599300495
2011-08-29,"-158.3304076",1.301336069,6.08e-07,0.726220534,8.358044381,0,0.129026239,0.075749851,0.072004078,0.576089011544195,0.513208394899689,2.54299979531481,1464.99423844,1305.08884318375
2011-08-30,"-196.2683169",1.057777807,2.69e-08,0.535758583,8.692895167,0,0.091986153,0.047336872,0.046590476,0.581053357432717,0.565259749824378,2.52554004482472,1467.47352237618,1427.58613390907
2011-08-31,"-227.5517527",3.636204103,0.51912648,0.281278063,8.779550908,0,0.485311353,0.05047793,0.037541192,0.593378451658645,0.601777485968735,2.56415626055004,1521.51507169601,1543.0515081048
2011-09-01,"-178.2832535",1.100019876,5.87e-10,0.505171142,8.531336352,0,0.124226317,0.061791732,0.057049469,0.594997415459275,0.814055563710649,2.5561515483269,1520.90356477673,2080.84938960311
2011-09-02,"-192.972629",1.648625748,2.61e-08,0.483442327,8.638213242,0,0.103305705,0.036142098,0.030293322,0.581987383237397,0.807511124993587,2.50568692534706,1458.27817689489,2023.37006796873
2011-09-03,"-182.2217985",3.535201984,0.752274475,0.824089953,8.81705087,0,0.454721014,0.140659131,0.105999889,0.554519368966257,0.788217741967801,2.5201559388356,1397.47528089968,1986.43162351574
2011-09-04,"-169.0666415",2.676478542,0.78248468,0.787918109,8.572906393,0,0.426969383,0.161578573,0.125693856,0.560882247383259,0.774574553886111,2.60647532332418,1461.92573709507,2018.90946077898
2011-09-05,"-166.2320275",2.513254765,1.283472631,0.76414813,8.634315141,0,0.321659323,0.125154459,0.097799624,0.586313802829209,0.875999963077213,2.70857643453747,1588.07574958724,2372.71285664663
2011-09-06,"-152.0381486",0.66922678,0.271370613,0.368169072,8.255756817,0,0.141175979,0.097085634,0.077666691,0.600600665637449,0.875151821790065,3.45137959151345,2072.90088003049,3020.48113720205
2011-09-07,"-122.8731604",0.752278708,0.166930033,0.381129992,8.417040117,0,0.272254239,0.160339196,0.137933262,0.623719193773784,0.841791776350282,2.94376654604355,1836.08369675652,2478.03846995453
2011-09-08,"-58.36710952",1.29095287,0.483337331,0.629342213,8.710739042,0,0.500337997,0.298486479,0.243915816,0.667921015070429,0.863808923305029,2.73202002520103,1824.77358842501,2359.94327641668
2011-09-09,"-68.44842591",0.571885005,2.73e-07,0.289959597,8.756735261,0,0.260097761,0.129302082,0.131875887,0.73893422576451,0.800912976303245,2.63331896075326,1945.84950745522,2109.05932641266
2011-09-10,"31.68886057",0.002593885,0.008859855,0.001299785,8.942739863,0,0.559346342,0.34937779,0.280286121,0.736969778435911,0.818637484078593,2.54030726728361,1872.12968392914,2079.59075007562
2011-09-11,"-153.7678596",0.954502084,0.099901014,0.450440802,9.00761622,0,0.15309357,0.085690109,0.072246663,0.778816507800965,0.953038538309359,2.43881504177002,1899.38941400379,2324.28472261538
2011-09-12,"-177.7733089",1.872013052,1.8e-07,0.871740578,8.95955634,0,0.127230236,0.059984023,0.059247322,0.791219116924187,0.963211604846405,2.44604723220418,1935.35933101944,2356.06108006149
2011-09-13,"-242.3261488",2.116683255,0.675227062,0.924161548,8.811731311,0,0.106911529,0.058251733,0.046678464,0.788603134683055,0.912749332036862,2.61222285228283,2060.00712980095,2384.30466355258
2011-09-14,"-162.6963423",2.262407043,1.387898919,0.751841852,8.844222559,0,0.362477329,0.149863863,0.120458265,0.75625663740717,0.830313031003981,4.28455715556993,3240.22478725014,3557.52363835106
2011-09-15,"-123.867629",2.079578614,1.24362659,0.878662401,8.554929655,0,0.388937194,0.201825851,0.164333527,0.73329825652561,0.798716594315949,5,3666.49128262805,3993.58297157974
2011-09-16,"-199.4773857",1.552695614,0.92037981,0.759233651,8.469417266,0,0.12719732,0.076545084,0.062196663,0.736269168665958,0.77918105313306,5,3681.34584332979,3895.9052656653
2011-09-17,"-221.9412241",2.556361333,0.61288523,0.745832621,8.588812308,0,0.184605372,0.065469582,0.053859643,0.691098615142168,0.764876625767944,5,3455.49307571084,3824.38312883972
2011-09-18,"-253.4114706",3.140593529,0.439523295,0.50866056,8.850028538,0,0.214086545,0.042014847,0.034674141,NA,NA,5,NA,NA
2011-09-19,"-199.0976028",1.051517186,0.272078993,0.452301355,8.9778725,0,0.138071652,0.074727279,0.05939037,NA,NA,4.67534722222222,NA,NA
2011-09-20,"-239.8558224",2.651758371,0.351619966,0.581182568,9.193878511,0,0.277315743,0.073850622,0.060778945,NA,NA,5,NA,NA
